Restaurant Name,Restaurant ID,Latitude,Longitude,Address,Votes,Average Cost for two,Locality,Locality Verbose,Aggregate rating,City,Price range,Has Online delivery,Rating text,Rating color,Has Table booking,Country Code,Currency,Is delivering now
Bollywood Khana,18352672,28.4798478,77.1257624,"Shop 2, Arjangarh Metro Station, MG Road, New Delhi",0,150,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Cake And Bakes,18489825,28.4941305,77.1449374,"Main Market, Ghitorni, MG Road, New Delhi",0,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Cake Point,18340302,28.4945103,77.1501341,"House 709-D, Ghitorni, Near MG Road, New Delhi",0,600,MG Road,"MG Road, New Delhi",0.0,New Delhi,2,Yes,Not rated,White,No,1,Indian Rupees(Rs.),No
Chinese Corner,18489819,28.4940831,77.1451213,"Main Market, Ghitorni, MG Road, New Delhi",0,150,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Choudhary Dhaba,18175297,28.4930732,77.1462741,"Main Market, Ghitorni, MG Road, New Delhi",2,350,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Green Chick Chop,18034037,28.4932439,77.164633,"Khasara Number 580, Sultanpur, MG Road, New Delhi",0,350,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Green Chick Chop,18175282,28.4786827,77.1208414,"Near Air Force Staion Arjangarh, MG Road, New Delhi",3,350,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Gujjar Dhaba,18489532,28.4801014,77.124642,"Arjangarh, MG Road, New Delhi",0,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Hotel Aditi,18277178,28.49366438,77.14572687,"Shop 3, Khasra 385, Near Union Bank, 100 Feet Road, MG Road, New Delhi",1,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
JMD Food Palace,18408079,28.4975958,77.1603368,"Shasta 388-369, Chaudhary Market, Sultanpur, MG Road, New Delhi",2,500,MG Road,"MG Road, New Delhi",0.0,New Delhi,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Kitchen Namaste,18232989,28.4997301,77.1618543,"Khatana Market, Near Sultanpur Metro Station, MG Road, New Delhi",0,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Lajawab Chicken & Fish Fry,18492033,28.4925721,77.1465358,"843/1, Opposite Metro Pillar 116, Ghitorni, Near MG Road, New Delhi",0,350,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Lotus Kitchen,18489832,28.4945886,77.1444856,"Near Post Office, Main Market, Ghitorni, MG Road, New Delhi",0,100,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Manami Japanese Restaurant,18467388,28.4968258,77.1604883,"Avalon Hotel, Near Sultanpur Metro Station, Sultanpur, MG Road, New Delhi",0,1000,MG Road,"MG Road, New Delhi",0.0,New Delhi,3,No,Not rated,White,Yes,1,Indian Rupees(Rs.),No
Manna Sweets & Restaurant,18175299,28.49609444,77.14563056,"Main Market, Ghitorni, MG Road, New Delhi",1,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Moets Curry Pot,18337908,28.4996281,77.1442598,"Khasra 382, Shree Shyam Property, 100 Feet Road, Ghitorni, MG Road, New Delhi",1,1200,MG Road,"MG Road, New Delhi",0.0,New Delhi,3,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Mr. Sub,18463608,28.500868,77.1663257,"The Gallery on MG, MG Road, New Delhi",2,400,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
New Gaurav Dhaba,18489836,28.5020291,77.1682117,"New Mangalapuri, MG Road, New Delhi",0,250,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Pandit Ji Ki Apni Rasoi,18277163,28.4945867,77.1443624,"Near Post Office, Main Market, Ghitorni, MG Road, New Delhi",2,250,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,Yes,Not rated,White,No,1,Indian Rupees(Rs.),No
Rajdhani Restaurant,18489545,28.5456553,77.126809,"Main Road, MG Road, New Delhi",0,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Saraswati Food Corner,18277176,28.494763,77.1457322,"Shop 240, 100 Feet Road, Ghitorni Village, Near, MG Road, New Delhi",1,250,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Shri Balaji Bhojnalaya,18175278,28.4945672,77.1443655,"Main Market, Ghitorni, MG Road, New Delhi",1,250,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Swadist Bhojnalaya,18489808,28.494662,77.145774,"Shop 240, Ghitorni Village, MG Road, New Delhi",2,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Swiss Gourmessa,18446867,28.4960891,77.162106,"Khasra 361/16, Sultanpur Village, MG Road, New Delhi",0,500,MG Road,"MG Road, New Delhi",0.0,New Delhi,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Truly Yours,18486879,28.4975835,77.1603672,"Khasra 368, Sultanpur, MG Road, New Delhi",0,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Uttrakhand Hotel,18489852,28.4949478,77.1606287,"Khatana Market Sultanpur, Near Gurudwara, MG Road, New Delhi",0,200,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Vandana Food Corner,18489804,28.4946506,77.1457079,"100 Feet Road, MG Road, New Delhi",0,150,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Zaika Biryani,18489802,28.4936685,77.1457358,"Main Market, Ghitorni, MG Road, New Delhi",0,350,MG Road,"MG Road, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Buzz,3207,28.52954866,77.22022153,"Ground Floor, MGF Metropolitan Mall, Saket, New Delhi",220,2000,"MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",3.4,New Delhi,4,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Lighthouse 13,4752,28.53013602,77.21950337,"13, 1st Floor, MGF Metropolitan Mall, Saket, New Delhi",570,2100,"MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",3.4,New Delhi,4,No,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Berco's,4830,28.5293802,77.2200822,"2nd Floor, MGF Metropolitan Mall, Saket, New Delhi",565,1100,"MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",3.8,New Delhi,3,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
The Great Kabab Factory,4341,28.52937369,77.22012531,"1st Floor, MGF Metropolitan Mall, Saket, New Delhi",498,2200,"MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",3.5,New Delhi,4,Yes,Good,Yellow,Yes,1,Indian Rupees(Rs.),No
The Tea Place by Manjushree,307237,28.52987562,77.21996941,"8, Ground Floor, MGF Metropolitan Mall",92,700,"MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",4.1,New Delhi,2,No,Very Good,Green,No,1,Indian Rupees(Rs.),No
Victoria,18260028,28.6465486,77.242985,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",20,1200,"MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",3.2,New Delhi,3,No,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Aces - The Card Room,18317481,28.6463865,77.2431646,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",2,2000,"MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",0.0,New Delhi,4,No,Not rated,White,Yes,1,Indian Rupees(Rs.),No
Curzon - The Royal Bar,18317473,28.6464675,77.2430748,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",0,1000,"MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",0.0,New Delhi,3,No,Not rated,White,Yes,1,Indian Rupees(Rs.),No
London Eye - The Open Lounge,18317479,28.6464675,77.2430748,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",0,2000,"MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",0.0,New Delhi,4,No,Not rated,White,Yes,1,Indian Rupees(Rs.),No
Lord's - The Sports Lounge,18317476,28.6463374,77.2431197,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",1,2000,"MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",0.0,New Delhi,4,No,Not rated,White,Yes,1,Indian Rupees(Rs.),No
Viceroy - The Coffee Shop,18317483,28.6463865,77.2431646,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi",0,1000,"MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",0.0,New Delhi,3,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Munch Nation,312576,28.7053075,77.1957717,"Model Town 1, New Delhi",727,350,Model Town 1,"Model Town 1, New Delhi",3.8,New Delhi,1,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),Yes
"34, Chowringhee Lane",5347,28.7046135,77.1901231,"B-10, Opposite Metro Pillar 21, Model Town 2, New Delhi",62,250,Model Town 2,"Model Town 2, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Any Time Food,300945,28.7060386,77.1906165,"F-14/16, Model Town 2, New Delhi",52,400,Model Town 2,"Model Town 2, New Delhi",2.6,New Delhi,1,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Bikaner Sweet House,300934,28.7059577,77.1907064,"F-14/17, Model Town 2, New Delhi",16,200,Model Town 2,"Model Town 2, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Domino's Pizza,3223,28.7058889,77.1899876,"F-14/12 A, Upper Ground Floor, Model Town 2, New Delhi",94,700,Model Town 2,"Model Town 2, New Delhi",2.8,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Giani,307554,28.7057614,77.1905267,"F-14/17, Model Town 2, New Delhi",39,400,Model Town 2,"Model Town 2, New Delhi",2.9,New Delhi,1,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Grand Plaza,967,28.7051811,77.1900774,"B-1, Model Town 2, New Delhi",255,800,Model Town 2,"Model Town 2, New Delhi",3.3,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Great Wall,6196,28.7084444,77.1914251,"F-14/55, Model Town 2, New Delhi",47,1200,Model Town 2,"Model Town 2, New Delhi",2.7,New Delhi,3,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Healthy Food Station,18381220,28.7082825,77.1916048,"Model Town 2, New Delhi",25,400,Model Town 2,"Model Town 2, New Delhi",3.1,New Delhi,1,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Hostess Tasty Bites,2491,28.7065192,77.190546,"F Block, Near Mother Dairy Booth, Ramlila Ground, Model Town 2, New Delhi",16,500,Model Town 2,"Model Town 2, New Delhi",3.1,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Hot Pot,1041,28.7068586,77.1907078,"F Block, Near Mother Diary, Opposite Ramlila Ground, Model Town 2, New Delhi",105,500,Model Town 2,"Model Town 2, New Delhi",3.1,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Kabab Factory,982,28.7086256,77.1914273,"F-14/55, Ground Floor, Model Town 2, New Delhi",12,700,Model Town 2,"Model Town 2, New Delhi",3.0,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Keventers,18352186,28.7060128,77.190347,"14/16, Main Market, Model Town 2, New Delhi",17,400,Model Town 2,"Model Town 2, New Delhi",3.1,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Krishna Sweet House,9380,28.7058031,77.1904379,"H-4/7, Model Town 2, New Delhi",32,200,Model Town 2,"Model Town 2, New Delhi",3.3,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Mitraz,1303,28.7064175,77.1898978,"F-14/7, Model Town 2, New Delhi",101,850,Model Town 2,"Model Town 2, New Delhi",3.4,New Delhi,2,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Nut Khut Chaats & Snacks,18168462,28.7066366,77.1905958,"14/1-F, Model Town 2, New Delhi",8,300,Model Town 2,"Model Town 2, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Subway,311734,28.7061024,77.190347,"F-14/14, Main Market, Model Town 2, New Delhi",68,500,Model Town 2,"Model Town 2, New Delhi",3.4,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
The Host,2291,28.7074189,77.19147,"F Block, Behind Mother Dairy, Opposite MCD School Gate, Model Town 2, New Delhi",20,450,Model Town 2,"Model Town 2, New Delhi",2.7,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Chacha Di Hatti,9427,28.7059747,77.1902762,"F Block, Near Mother Dairy, Ramlila Ground, Model Town 2, New Delhi",78,100,Model Town 2,"Model Town 2, New Delhi",3.7,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Cocoberry,5874,28.7050829,77.1899876,"H-4/2, Main Market, Model Town 2, New Delhi",62,300,Model Town 2,"Model Town 2, New Delhi",3.5,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Eating Corner,3375,28.7057958,77.1908861,"F-14/19, Central Market, Model Town 2, New Delhi",142,300,Model Town 2,"Model Town 2, New Delhi",3.7,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
El Posto,312353,28.7057958,77.1908861,"F-14/20, Shop 1, Model Town 2, New Delhi",41,300,Model Town 2,"Model Town 2, New Delhi",3.5,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
McDonald's,180,28.7059465,77.1901224,"F-14 & 15, Model Town 2, New Delhi",122,500,Model Town 2,"Model Town 2, New Delhi",3.6,New Delhi,2,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Pizza Station,18057822,28.7072177,77.1908398,"Opposite Main Gate Shalimar Park, Model Town 2, New Delhi",20,300,Model Town 2,"Model Town 2, New Delhi",3.5,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Puri Bakers,6607,28.7059982,77.1906614,"F-14/17, Model Town 2, New Delhi",128,300,Model Town 2,"Model Town 2, New Delhi",3.7,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
JAIL - Behind The Bar,18247031,28.705002,77.1900774,"B-8, Model Town 2, New Delhi",155,1600,Model Town 2,"Model Town 2, New Delhi",4.1,New Delhi,3,Yes,Very Good,Green,Yes,1,Indian Rupees(Rs.),No
Curry Shurry,18264447,28.7070075,77.1843721,"G-4, Main Market, Opposite ICICI Bank, Model Town 3, New Delhi",28,600,Model Town 3,"Model Town 3, New Delhi",3.3,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Frontier,300911,28.7094795,77.1854054,"D-2/15, Shopping Zone, Model Town 3, New Delhi",15,200,Model Town 3,"Model Town 3, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Hari Om Bhojnalaya,4090,28.7084342,77.1847764,"C-1, Opposite HDFC Bank, Model Town 3, New Delhi",21,400,Model Town 3,"Model Town 3, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Nirmal's,5729,28.7092918,77.1853155,"Opposite NIIT, D Park, Model Town 3, New Delhi",9,400,Model Town 3,"Model Town 3, New Delhi",2.7,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Sardar A Pure Meat Shop,309704,28.7077411,77.1845518,"G-8, Shop 6, Near Punjab National Bank, Model Town 3, New Delhi",13,150,Model Town 3,"Model Town 3, New Delhi",2.8,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
The Dragon Hucks,964,28.7092918,77.1853155,"D-2/12, Main Market, Model Town 3, New Delhi",97,800,Model Town 3,"Model Town 3, New Delhi",3.3,New Delhi,2,No,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Green Chick Chop,307333,28.7070075,77.1843721,"G-4, Main Market, Model Town 3, New Delhi",38,350,Model Town 3,"Model Town 3, New Delhi",3.5,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
New Arjun Bombay Pav Bhaji,5765,28.7084514,77.1849561,"D-2, Model Town 3, New Delhi",234,250,Model Town 3,"Model Town 3, New Delhi",3.8,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Sweeter Delight,18037821,28.7093409,77.1853604,"G-3/67, Model Town 3, New Delhi",3,300,Model Town 3,"Model Town 3, New Delhi",0.0,New Delhi,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Madaari,18400738,28.70696168,77.18417834,"G-1, Near Azadpur Metro Station, Model Town 3, New Delhi",113,1200,Model Town 3,"Model Town 3, New Delhi",4.3,New Delhi,3,No,Very Good,Green,Yes,1,Indian Rupees(Rs.),No
Amritsari Express,307730,28.656862,77.1467199,"Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",33,400,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.4,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Barista,305251,28.657132,77.1467244,"Moments Mall, Kirti Nagar, New Delhi",18,650,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.1,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Baskin Robbins,312087,28.6569524,77.1466016,"Ground Floor, Moments Mall, Kirti Nagar, New Delhi",6,300,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.1,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Bikano's Chat Cafe,18070503,28.6568605,77.1467395,"Moments Mall, Kirti Nagar, New Delhi",31,500,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",2.7,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Burger Singh,18454460,28.6571714,77.1471307,"Kitchen 6B, DEL 15 Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",19,500,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.3,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Cafe Grub,18419902,28.6567691,77.1466243,"Ground Floor, Moments Mall, Kirti Nagar, New Delhi",13,300,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Chicago Pizza,307356,28.6568454,77.1467447,"Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",48,800,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",2.9,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Cocoberry,8580,28.656802,77.146731,"67, 2nd Floor, Food Court, Moments Mall, Kirti Nagar, New Delhi",25,300,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.1,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Dosa Plaza,18324914,28.6568816,77.1467418,"Food Court, Moments Mall, Kirti Nagar, New Delhi",13,400,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Karim's,300473,28.6567624,77.1468835,"67, Food Court, Moments Mall, Kirti Nagar, New Delhi",79,700,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.3,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Kebab Xpress,306250,28.6568545,77.1467374,"2nd Floor, Del15 Food Court, Moments Mall, Kirti Nagar, New Delhi",32,600,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.2,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Keventers,18356784,28.6568576,77.1467208,"Food Court, Moments Mall, Patel Road, Near Kirti Nagar Metro Station, Kirti Nagar, New Delhi",11,400,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.3,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
KFC,8373,28.6571438,77.1467938,"12 & 13, 2nd Floor, Food Court, Moments Mall, Kirti Nagar, New Delhi",87,500,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",2.6,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Paranthas 21,308101,28.6568519,77.1468714,"Food Court, Second Floor, Moments Mall, Kirti Nagar, New Delhi",28,350,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.3,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Subway,8840,28.6570013,77.146751,"Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",69,500,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",2.6,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Wow! Momo,18228870,28.6571824,77.1469278,"Shop 167, Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",41,350,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Berco's,7066,28.6568579,77.1467263,"Food Court, Moments Mall, Kirti Nagar, New Delhi",120,1100,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.5,New Delhi,3,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Dunkin' Donuts,305479,28.6568576,77.146741,"14, Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",107,600,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.5,New Delhi,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Giani's,8845,28.6568212,77.146642,"2nd Floor, Moments Mall, Kirti Nagar, New Delhi",33,400,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.5,New Delhi,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
The Beer Cafe,7509,28.6570681,77.1466576,"218 & 219, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",371,1200,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",3.8,New Delhi,3,No,Good,Yellow,Yes,1,Indian Rupees(Rs.),No
Basil Tree,302715,28.656931,77.1469965,"223, Moments Mall, Kirti Nagar, New Delhi",96,1000,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",2.4,New Delhi,3,Yes,Poor,Red,Yes,1,Indian Rupees(Rs.),No
Chaayos,18241509,28.6569808,77.146758,"Ground Floor, Moments Mall, Patel Road, Next to Kirti Nagar Metro Station, Kirti Nagar, New Delhi",60,400,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",4.1,New Delhi,1,No,Very Good,Green,No,1,Indian Rupees(Rs.),No
QD's Restaurant,18277003,28.6571509,77.1468497,"Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi",137,800,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",4.1,New Delhi,2,Yes,Very Good,Green,No,1,Indian Rupees(Rs.),No
Ada e Handi Restaurant,7547,28.5796973,77.1701749,"141, South Moti Bagh Market, Moti Bagh, New Delhi",34,700,Moti Bagh,"Moti Bagh, New Delhi",2.6,New Delhi,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Darjeeling Momos,301236,28.5799686,77.1706691,"155, Near Sadhu Vaswani School, South Moti Bagh, Moti Bagh, New Delhi",22,250,Moti Bagh,"Moti Bagh, New Delhi",2.9,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Ingredients,18082630,28.57900639,77.18306556,"Shop 4, Moti Bagh, New Delhi",27,750,Moti Bagh,"Moti Bagh, New Delhi",3.3,New Delhi,2,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Al Quresh,7548,28.5799748,77.1702647,"160, South Moti Bagh Market, Moti Bagh, New Delhi",62,600,Moti Bagh,"Moti Bagh, New Delhi",3.6,New Delhi,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Angels in my Kitchen,310419,28.5795586,77.1701299,"Shop 139, South Moti Bagh Market, Opposite Anand Niketan, Moti Bagh, New Delhi",57,350,Moti Bagh,"Moti Bagh, New Delhi",3.5,New Delhi,1,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Aapki Rasoi,4634,28.6575224,77.1420513,"5, DLF, Industrial Area, Near Metro Station, Moti Nagar, New Delhi",15,300,Moti Nagar,"Moti Nagar, New Delhi",3.1,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Bats On Delivery,18228874,28.6595295,77.1408316,"DLF Industrial Area, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",17,700,Moti Nagar,"Moti Nagar, New Delhi",3.1,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Bimbo Cakes,18433904,0.0,0.0,"Moti Nagar, New Delhi",10,400,Moti Nagar,"Moti Nagar, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Burger Bros,312145,28.6581968,77.142103,"Shop 1/20, Sabji Market, Near Metro Station, Moti Nagar, New Delhi",21,300,Moti Nagar,"Moti Nagar, New Delhi",3.1,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Chinese Food Corner,304585,28.6590321,77.1397456,"5/29, Opposite Community Centre, Moti Nagar, New Delhi",20,500,Moti Nagar,"Moti Nagar, New Delhi",2.5,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
CL Snacks,312916,28.6567779,77.1399797,"A-12/15, Moti Nagar, New Delhi",7,150,Moti Nagar,"Moti Nagar, New Delhi",3.1,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Kapoor's Sanjha Chulha,313006,28.6578471,77.1401443,"16/9, Near Sudershan Park Pul, Moti Nagar, New Delhi",5,500,Moti Nagar,"Moti Nagar, New Delhi",3.0,New Delhi,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
King's,305861,28.6576259,77.14251,"4 DLF, Industrial Area, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",7,150,Moti Nagar,"Moti Nagar, New Delhi",3.2,New Delhi,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
