fnlwgt,age,hours-per-week,occupation,education-num,capital-gain,workclass,relationship,marital-status,education,race,native-country,capital-loss,sex
365986,41,40,Protective-serv,9,0,State-gov,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
204515,27,36,Tech-support,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
99316,51,50,Transport-moving,8,0,Private,Unmarried,Divorced,12th,White,United-States,0,Male
206681,21,40,?,7,0,?,Wife,Married-civ-spouse,11th,White,United-States,0,Female
268726,28,46,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
275395,21,40,Craft-repair,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
383322,28,40,Machine-op-inspct,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
126822,29,35,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
168355,39,70,Exec-managerial,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
162667,21,40,Adm-clerical,13,0,Private,Not-in-family,Never-married,Bachelors,White,Columbia,0,Male
373403,43,40,Craft-repair,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
274562,44,40,Craft-repair,9,14344,Self-emp-not-inc,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
249362,28,50,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
111567,31,43,Sales,5,0,Private,Not-in-family,Never-married,9th,White,United-States,0,Male
216508,18,30,?,9,0,?,Own-child,Never-married,HS-grad,White,United-States,0,Male
145784,27,45,Adm-clerical,10,0,Private,Wife,Married-civ-spouse,Some-college,Amer-Indian-Eskimo,United-States,0,Female
209317,34,40,Protective-serv,10,0,State-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
259505,25,40,Tech-support,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
345360,34,40,Tech-support,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,England,0,Male
198096,43,40,Craft-repair,9,7688,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
33126,40,50,Craft-repair,14,0,Self-emp-inc,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
206354,21,35,Other-service,9,0,Private,Unmarried,Never-married,HS-grad,Black,United-States,0,Female
1484705,25,25,Exec-managerial,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
26410,21,40,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
220901,19,30,Transport-moving,10,0,Self-emp-not-inc,Own-child,Never-married,Some-college,White,United-States,0,Male
44671,49,40,Craft-repair,12,0,Self-emp-inc,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
38620,20,20,Other-service,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
89040,36,47,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
370160,32,40,Exec-managerial,10,0,Private,Unmarried,Separated,Some-college,Black,United-States,0,Female
208946,23,32,Adm-clerical,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
131230,21,10,Sales,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
60358,25,40,Exec-managerial,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
350853,26,40,Transport-moving,3,0,Private,Not-in-family,Never-married,5th-6th,White,?,0,Male
209782,24,40,Sales,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Female
351952,22,20,Prof-specialty,10,0,Private,Unmarried,Never-married,Some-college,White,United-States,0,Female
142081,26,40,Other-service,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,Mexico,0,Female
164775,22,40,Machine-op-inspct,5,0,Private,Unmarried,Never-married,9th,White,Guatemala,0,Male
47858,41,40,Protective-serv,13,0,Local-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
404085,18,40,Adm-clerical,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
218678,24,40,Sales,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
184655,38,48,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,1740,Male
321760,36,17,Adm-clerical,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
185399,45,55,Prof-specialty,14,0,Local-gov,Own-child,Divorced,Masters,White,United-States,0,Female
409200,38,40,Tech-support,10,0,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
40077,38,50,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
31740,34,40,Farming-fishing,9,0,Self-emp-not-inc,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
233722,53,40,Adm-clerical,12,0,Local-gov,Not-in-family,Never-married,Assoc-acdm,Black,United-States,0,Male
192039,32,40,Prof-specialty,11,0,Private,Wife,Married-civ-spouse,Assoc-voc,White,United-States,0,Female
222618,17,30,Sales,7,0,Private,Own-child,Never-married,11th,Black,United-States,0,Female
213646,45,40,Exec-managerial,13,7298,State-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
194141,31,48,Protective-serv,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
80282,47,45,Prof-specialty,16,0,State-gov,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
166350,27,50,Sales,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
60641,61,30,Adm-clerical,10,0,Federal-gov,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
124827,33,40,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
105438,67,40,Machine-op-inspct,9,0,Private,Other-relative,Separated,HS-grad,White,United-States,0,Female
85244,38,40,Craft-repair,13,0,Private,Not-in-family,Separated,Bachelors,White,United-States,0,Male
120535,25,40,Sales,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
269604,33,40,Other-service,3,0,Local-gov,Unmarried,Never-married,5th-6th,Other,El-Salvador,0,Female
247711,27,40,Adm-clerical,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
380922,45,60,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
281221,24,40,Adm-clerical,13,0,Private,Other-relative,Never-married,Bachelors,Asian-Pac-Islander,Taiwan,0,Female
269687,23,40,Tech-support,11,0,Private,Not-in-family,Never-married,Assoc-voc,White,United-States,0,Male
181758,48,40,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
136787,61,40,Adm-clerical,10,0,Federal-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
107882,22,20,Prof-specialty,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
172579,34,40,Tech-support,11,0,Private,Unmarried,Divorced,Assoc-voc,White,United-States,0,Female
29933,32,40,Machine-op-inspct,9,5178,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
38905,35,50,Adm-clerical,10,0,Federal-gov,Not-in-family,Divorced,Some-college,White,United-States,0,Female
168826,36,40,Craft-repair,6,0,Private,Not-in-family,Never-married,10th,White,United-States,0,Male
424034,24,40,Exec-managerial,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Male
117509,60,40,Craft-repair,5,0,Private,Husband,Married-civ-spouse,9th,White,United-States,0,Male
196971,28,43,?,13,0,?,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
69525,64,20,Craft-repair,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Male
374116,22,35,Sales,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Female
283913,27,65,Priv-house-serv,3,0,Private,Not-in-family,Never-married,5th-6th,White,England,0,Female
147258,36,60,Transport-moving,10,0,State-gov,Not-in-family,Divorced,Some-college,White,United-States,0,Male
139903,27,30,Sales,9,0,Private,Unmarried,Never-married,HS-grad,Black,United-States,0,Female
112959,52,40,Sales,10,0,Private,Not-in-family,Widowed,Some-college,White,United-States,0,Female
264148,57,45,Farming-fishing,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
256211,23,24,Adm-clerical,10,0,Private,Not-in-family,Never-married,Some-college,Asian-Pac-Islander,Vietnam,0,Male
142519,29,40,Machine-op-inspct,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
281852,34,80,Transport-moving,9,0,Private,Not-in-family,Never-married,HS-grad,Black,United-States,0,Male
380543,38,30,Other-service,9,0,Private,Unmarried,Never-married,HS-grad,Black,United-States,0,Female
204402,50,84,Farming-fishing,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
192203,50,40,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
199005,51,40,Exec-managerial,13,0,Self-emp-not-inc,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
61838,17,40,Craft-repair,6,0,Self-emp-inc,Own-child,Never-married,10th,White,United-States,0,Male
210095,25,40,Handlers-cleaners,7,0,Private,Not-in-family,Married-spouse-absent,11th,White,Mexico,0,Female
187352,19,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
32451,43,40,Craft-repair,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
140569,59,60,Sales,10,14084,Private,Not-in-family,Separated,Some-college,White,United-States,0,Male
87556,39,40,Prof-specialty,14,6849,Private,Not-in-family,Never-married,Masters,White,United-States,0,Male
79443,18,40,Machine-op-inspct,5,0,Private,Own-child,Never-married,9th,White,Mexico,0,Male
212622,27,40,Exec-managerial,14,0,Private,Own-child,Never-married,Masters,White,United-States,0,Female
32650,39,60,Farming-fishing,11,0,Private,Not-in-family,Never-married,Assoc-voc,White,United-States,0,Male
125461,44,40,Sales,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
219867,19,35,Adm-clerical,9,0,Private,Other-relative,Never-married,HS-grad,White,United-States,0,Female
206609,32,40,Other-service,9,0,Local-gov,Own-child,Never-married,HS-grad,White,United-States,0,Male
101299,48,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
29437,46,50,Sales,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
87164,65,20,Sales,7,0,Private,Other-relative,Widowed,11th,White,United-States,0,Female
146103,57,45,Prof-specialty,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
169324,48,32,Other-service,9,0,Private,Unmarried,Never-married,HS-grad,Black,Haiti,0,Female
138370,46,40,Other-service,4,0,Private,Husband,Married-civ-spouse,7th-8th,Asian-Pac-Islander,China,1651,Male
29523,27,40,Handlers-cleaners,6,0,Private,Husband,Married-civ-spouse,10th,White,United-States,0,Male
383745,29,40,Protective-serv,10,0,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,1485,Male
247075,21,25,?,9,0,?,Unmarried,Never-married,HS-grad,Black,United-States,0,Female
200967,20,12,?,10,0,?,Own-child,Never-married,Some-college,White,United-States,0,Female
175985,51,40,?,9,0,?,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
189404,35,40,Sales,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,1740,Male
267661,29,70,Farming-fishing,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
182926,30,40,Protective-serv,10,15024,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
243858,65,15,Other-service,9,0,Private,Not-in-family,Widowed,HS-grad,White,United-States,0,Female
43587,20,35,?,9,0,?,Not-in-family,Married-spouse-absent,HS-grad,White,United-States,0,Female
31339,47,40,Adm-clerical,10,0,Federal-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
204682,41,40,Craft-repair,9,2174,Private,Unmarried,Divorced,HS-grad,White,Japan,0,Male
73145,17,16,Craft-repair,5,0,Private,Own-child,Never-married,9th,White,United-States,0,Female
218184,38,40,Handlers-cleaners,3,0,Local-gov,Other-relative,Married-civ-spouse,5th-6th,White,Mexico,0,Male
223237,38,40,Prof-specialty,14,0,Local-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
93319,39,4,Sales,9,0,Self-emp-not-inc,Other-relative,Never-married,HS-grad,White,United-States,0,Female
212300,24,38,?,9,0,?,Not-in-family,Separated,HS-grad,White,United-States,0,Female
187356,52,41,Machine-op-inspct,6,0,Private,Husband,Married-civ-spouse,10th,White,United-States,0,Male
220832,46,58,Exec-managerial,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
211361,22,30,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
134195,56,50,Sales,14,0,Private,Not-in-family,Never-married,Masters,White,United-States,0,Male
218249,37,30,Prof-specialty,7,0,Self-emp-not-inc,Unmarried,Divorced,11th,Black,United-States,0,Female
70720,59,55,Sales,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
342384,19,55,Craft-repair,7,0,Self-emp-not-inc,Own-child,Married-civ-spouse,11th,White,United-States,2129,Male
237317,31,45,Craft-repair,5,0,Private,Not-in-family,Never-married,9th,Other,United-States,0,Male
359759,22,20,Sales,10,0,Private,Not-in-family,Never-married,Some-college,Asian-Pac-Islander,Philippines,0,Male
181758,48,60,Prof-specialty,16,0,Self-emp-not-inc,Unmarried,Never-married,Doctorate,White,United-States,0,Female
267101,63,60,Exec-managerial,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
222221,33,45,Exec-managerial,9,7298,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
55139,53,10,Farming-fishing,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
220237,38,40,Craft-repair,11,0,Private,Husband,Married-civ-spouse,Assoc-voc,White,?,0,Male
101073,39,24,Sales,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
69884,59,50,Prof-specialty,15,0,Private,Unmarried,Married-spouse-absent,Prof-school,White,United-States,0,Male
201127,45,40,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
164733,39,45,Adm-clerical,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Female
129447,60,35,Adm-clerical,9,0,State-gov,Not-in-family,Widowed,HS-grad,White,United-States,0,Female
32837,38,56,Prof-specialty,13,0,Private,Unmarried,Divorced,Bachelors,White,United-States,0,Female
200117,31,40,Adm-clerical,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Male
219183,61,50,Prof-specialty,13,0,Self-emp-not-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
188842,66,24,?,13,0,?,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
272669,26,20,Sales,13,0,Private,Not-in-family,Never-married,Bachelors,Asian-Pac-Islander,South,0,Male
336188,60,80,Prof-specialty,15,0,Self-emp-inc,Husband,Married-civ-spouse,Prof-school,White,United-States,2415,Male
191288,68,15,?,4,0,?,Not-in-family,Widowed,7th-8th,White,United-States,0,Female
176185,32,60,Exec-managerial,10,0,Private,Other-relative,Divorced,Some-college,White,United-States,0,Male
197728,25,20,Exec-managerial,13,0,Local-gov,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
144778,43,40,Exec-managerial,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,?,0,Male
133373,26,44,?,13,0,?,Own-child,Never-married,Bachelors,White,United-States,0,Male
197399,55,55,Exec-managerial,14,99999,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
86010,66,11,Transport-moving,6,0,Private,Not-in-family,Widowed,10th,White,United-States,0,Female
228873,31,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
187415,35,50,Machine-op-inspct,3,0,Private,Husband,Married-civ-spouse,5th-6th,Asian-Pac-Islander,?,0,Male
112945,58,40,Prof-specialty,15,27828,Self-emp-inc,Not-in-family,Never-married,Prof-school,White,United-States,0,Male
98361,56,40,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,?,0,Male
129172,22,16,Other-service,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
316205,46,40,Exec-managerial,13,0,Local-gov,Husband,Married-civ-spouse,Bachelors,Black,United-States,0,Male
226629,33,35,Other-service,10,0,Private,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
180886,26,30,Prof-specialty,14,0,State-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
69333,42,50,Farming-fishing,13,0,Self-emp-not-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
213620,45,40,Other-service,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
197397,43,6,Prof-specialty,10,0,Private,Wife,Married-civ-spouse,Some-college,Other,Puerto-Rico,0,Female
223648,19,20,Sales,7,0,Private,Own-child,Never-married,11th,White,?,0,Male
179915,27,99,Exec-managerial,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Female
339905,51,40,Sales,9,7688,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
112956,42,40,Transport-moving,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
421837,43,50,Sales,10,7298,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,Mexico,0,Male
187999,38,45,Tech-support,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
77313,44,40,Adm-clerical,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
231948,36,64,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
37109,37,60,Other-service,9,0,Private,Wife,Married-civ-spouse,HS-grad,Asian-Pac-Islander,Philippines,0,Female
79387,29,50,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
133963,53,40,?,9,0,?,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
177937,42,45,Exec-managerial,13,0,Self-emp-not-inc,Not-in-family,Married-spouse-absent,Bachelors,White,Poland,0,Male
173488,80,20,Adm-clerical,10,0,Private,Not-in-family,Widowed,Some-college,White,United-States,0,Female
183355,61,40,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
147989,55,52,Craft-repair,10,5013,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
289944,20,25,Other-service,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
62278,23,40,Craft-repair,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Male
110457,48,40,Craft-repair,10,0,Federal-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
295763,24,50,Exec-managerial,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Female
100063,71,40,Craft-repair,9,0,State-gov,Husband,Married-civ-spouse,HS-grad,Black,United-States,0,Male
194962,49,6,Other-service,7,0,Private,Wife,Married-civ-spouse,11th,White,United-States,0,Female
227597,39,50,Armed-Forces,9,0,Federal-gov,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
117606,22,25,Adm-clerical,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Female
44774,67,40,Adm-clerical,13,0,Federal-gov,Not-in-family,Widowed,Bachelors,White,United-States,0,Female
177648,18,25,Sales,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
172571,38,54,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,1848,Male
203482,38,45,?,4,0,?,Husband,Married-civ-spouse,7th-8th,White,United-States,0,Male
153931,50,40,Adm-clerical,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
84774,56,40,Farming-fishing,12,0,Self-emp-not-inc,Wife,Married-civ-spouse,Assoc-acdm,White,United-States,0,Female
157127,23,20,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
170786,26,40,Transport-moving,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
281030,32,40,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
203761,44,40,Prof-specialty,13,10520,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
167405,27,40,Farming-fishing,9,0,Private,Own-child,Married-spouse-absent,HS-grad,White,Mexico,0,Female
188436,40,40,Protective-serv,10,7298,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
388849,43,60,Handlers-cleaners,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
176998,31,35,Craft-repair,10,0,State-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
200316,57,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
160300,25,35,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
236684,22,36,Other-service,11,0,Private,Own-child,Never-married,Assoc-voc,Black,United-States,0,Female
247794,20,35,Adm-clerical,11,0,Local-gov,Own-child,Never-married,Assoc-voc,White,United-States,0,Female
267325,27,40,Sales,9,3464,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
279490,39,40,Exec-managerial,10,0,Private,Unmarried,Divorced,Some-college,White,Mexico,0,Female
280618,27,40,Prof-specialty,14,0,State-gov,Not-in-family,Never-married,Masters,White,United-States,0,Male
248406,41,40,Transport-moving,9,0,Local-gov,Own-child,Separated,HS-grad,White,United-States,0,Male
226494,31,45,Prof-specialty,13,0,Local-gov,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
220460,41,20,Sales,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
108317,25,40,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
147256,29,40,Prof-specialty,12,0,State-gov,Not-in-family,Never-married,Assoc-acdm,Black,United-States,0,Male
110371,22,50,Other-service,9,0,Private,Own-child,Married-civ-spouse,HS-grad,White,United-States,0,Male
114060,62,91,Protective-serv,4,0,Private,Husband,Married-civ-spouse,7th-8th,White,United-States,0,Male
31161,29,40,Exec-managerial,9,0,Federal-gov,Not-in-family,Divorced,HS-grad,Other,United-States,0,Female
105862,44,70,Exec-managerial,10,0,Private,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
402089,32,2,Adm-clerical,13,0,Private,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
425447,19,40,?,9,0,?,Unmarried,Never-married,HS-grad,Black,United-States,0,Female
137300,20,40,Machine-op-inspct,11,0,Private,Unmarried,Never-married,Assoc-voc,White,United-States,0,Female
326691,65,40,Machine-op-inspct,10,0,State-gov,Husband,Married-civ-spouse,Some-college,Black,United-States,0,Male
275093,24,36,Handlers-cleaners,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
112497,37,50,Exec-managerial,14,0,Self-emp-not-inc,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
174491,43,40,Tech-support,9,0,Local-gov,Not-in-family,Divorced,HS-grad,Black,United-States,0,Female
114835,38,60,Sales,13,0,Self-emp-not-inc,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
137898,28,35,Sales,12,0,Private,Own-child,Never-married,Assoc-acdm,White,United-States,0,Female
153151,33,40,Handlers-cleaners,9,4416,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
134886,32,40,Adm-clerical,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
193815,38,45,Exec-managerial,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
237833,33,40,Tech-support,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Female
101593,42,60,Exec-managerial,13,0,Self-emp-not-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
164924,27,40,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
174201,41,40,Handlers-cleaners,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Male
36169,47,60,Prof-specialty,14,0,Local-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
144071,55,45,Exec-managerial,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
180859,30,8,Craft-repair,10,0,Self-emp-not-inc,Own-child,Never-married,Some-college,White,United-States,0,Male
221915,54,50,Craft-repair,10,0,Private,Unmarried,Widowed,Some-college,White,United-States,0,Female
26892,40,40,Adm-clerical,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
351084,21,40,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
97306,34,25,Craft-repair,13,0,Private,Unmarried,Divorced,Bachelors,White,United-States,0,Female
185027,30,40,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
182539,31,45,Adm-clerical,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
215395,22,37,Transport-moving,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
186434,37,40,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,Black,United-States,0,Male
217921,41,40,?,5,0,?,Wife,Married-civ-spouse,9th,Asian-Pac-Islander,Hong,0,Female
346668,52,40,Prof-specialty,14,0,Local-gov,Own-child,Never-married,Masters,White,United-States,0,Female
412952,57,40,Prof-specialty,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
167009,48,48,Adm-clerical,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Female
316000,58,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
216256,35,50,Craft-repair,5,0,Self-emp-not-inc,Husband,Married-civ-spouse,9th,White,United-States,0,Male
341835,40,45,Exec-managerial,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
169841,30,25,Sales,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
200681,26,40,Exec-managerial,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,Outlying-US(Guam-USVI-etc),0,Male
456956,46,60,Prof-specialty,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
276075,26,40,Adm-clerical,10,0,Federal-gov,Husband,Married-civ-spouse,Some-college,Black,United-States,0,Male
96657,50,40,Prof-specialty,13,0,Federal-gov,Unmarried,Divorced,Bachelors,Black,United-States,0,Female
374313,22,50,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
110998,36,40,Tech-support,14,0,Private,Unmarried,Widowed,Masters,Asian-Pac-Islander,India,0,Female
53285,30,52,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
104613,58,50,Exec-managerial,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
303317,17,40,?,7,0,?,Own-child,Never-married,11th,White,United-States,0,Male
298070,72,25,Other-service,11,6723,Private,Unmarried,Separated,Assoc-voc,White,United-States,0,Female
318822,19,40,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
375078,29,40,Other-service,4,0,Private,Wife,Married-civ-spouse,7th-8th,White,Mexico,0,Female
232799,20,25,?,9,0,?,Own-child,Never-married,HS-grad,Black,United-States,0,Female
210851,30,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
213745,47,45,Other-service,10,0,Self-emp-not-inc,Unmarried,Divorced,Some-college,White,United-States,0,Female
